编号,时间,用户,资源类型,资源IP,资源账号,登录协议,操作命令列表
806,2024-03-11 14:53:22,user_10,Router,192.168.1.32,user_10,Telnet,"systemctl restart apache2, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, sudo apt update, cat /etc/passwd"
807,2024-08-07 18:48:11,user_8,Database,192.168.3.77,user_6,HTTP,"systemctl restart apache2, exit, ls -la"
808,2024-02-08 07:56:56,user_9,Switch,192.168.3.98,user_5,RDP,"ls -la, exit"
809,2024-06-06 19:18:13,user_3,Server,192.168.3.107,user_2,Telnet,"rm -rf /tmp/*, cat /etc/passwd"
810,2024-02-06 05:57:45,user_8,Router,192.168.4.38,user_10,Telnet,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, exit"
811,2024-04-06 09:38:59,user_4,Server,192.168.4.80,user_8,HTTP,"ls -la, exit, systemctl restart apache2"
812,2024-08-31 11:17:33,user_4,Switch,192.168.1.66,user_5,Telnet,"ls -la, sudo apt update"
813,2024-10-28 00:32:49,user_6,Database,192.168.1.171,user_1,Telnet,"cat /etc/passwd, exit, systemctl restart apache2"
814,2024-08-04 00:45:05,user_10,Server,192.168.2.104,user_9,Telnet,"cat /etc/passwd, sudo apt update"
815,2024-05-27 20:24:34,user_5,Database,192.168.4.63,user_5,HTTP,"systemctl restart apache2, exit, cat /etc/passwd, rm -rf /tmp/*, sudo apt update"
816,2024-05-29 04:34:24,user_5,Switch,192.168.1.170,user_4,Telnet,"ls -la, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*"
817,2024-05-25 22:29:29,user_3,Switch,192.168.3.35,user_10,Telnet,"scp file.txt user@192.168.1.100:/home/, ls -la, cat /etc/passwd"
818,2024-08-07 13:45:07,user_2,Database,192.168.3.252,user_2,RDP,"ls -la, systemctl restart apache2, exit"
819,2024-07-18 08:04:42,user_2,Server,192.168.1.144,user_3,SSH,"ls -la, rm -rf /tmp/*, sudo apt update"
820,2024-10-02 23:39:50,user_2,Switch,192.168.2.213,user_9,Telnet,"exit, ls -la"
821,2024-02-21 22:42:54,user_2,Router,192.168.4.129,user_9,Telnet,"cat /etc/passwd, rm -rf /tmp/*, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, ls -la"
822,2024-09-14 05:08:07,user_1,Switch,192.168.1.74,user_4,Telnet,"rm -rf /tmp/*, sudo apt update, cat /etc/passwd, systemctl restart apache2"
823,2024-11-20 03:40:22,user_6,Server,192.168.1.85,user_3,HTTP,systemctl restart apache2
824,2024-01-03 04:36:29,user_1,Switch,192.168.4.46,user_10,RDP,"cat /etc/passwd, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, rm -rf /tmp/*"
825,2024-11-15 04:33:04,user_9,Router,192.168.3.80,user_8,Telnet,systemctl restart apache2
826,2024-02-15 06:46:21,user_2,Database,192.168.3.232,user_3,SSH,"systemctl restart apache2, sudo apt update, rm -rf /tmp/*, ls -la, exit"
827,2024-03-10 14:18:43,user_2,Database,192.168.4.140,user_5,RDP,scp file.txt user@192.168.1.100:/home/
828,2024-08-23 16:34:51,user_10,Database,192.168.1.187,user_2,HTTP,"sudo apt update, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, exit, ls -la"
829,2024-02-23 08:27:52,user_9,Database,192.168.3.65,user_4,RDP,"exit, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, cat /etc/passwd, sudo apt update"
830,2024-07-06 14:56:28,user_7,Router,192.168.1.195,user_1,HTTP,"scp file.txt user@192.168.1.100:/home/, sudo apt update, exit, cat /etc/passwd"
831,2024-08-04 22:34:44,user_8,Router,192.168.1.69,user_3,RDP,"systemctl restart apache2, exit"
832,2024-08-02 04:59:54,user_7,Database,192.168.2.43,user_8,HTTP,cat /etc/passwd
833,2024-07-06 09:44:30,user_10,Switch,192.168.4.118,user_10,HTTP,"scp file.txt user@192.168.1.100:/home/, exit"
834,2024-05-12 22:51:23,user_10,Database,192.168.1.241,user_1,RDP,"scp file.txt user@192.168.1.100:/home/, sudo apt update"
835,2024-03-22 23:46:29,user_5,Router,192.168.1.208,user_6,HTTP,"cat /etc/passwd, rm -rf /tmp/*"
836,2024-04-14 00:15:37,user_8,Router,192.168.1.39,user_1,RDP,scp file.txt user@192.168.1.100:/home/
837,2024-06-19 18:36:22,user_3,Database,192.168.4.182,user_3,Telnet,"systemctl restart apache2, ls -la, scp file.txt user@192.168.1.100:/home/, exit, cat /etc/passwd"
838,2024-02-16 11:00:16,user_7,Router,192.168.4.136,user_1,HTTP,systemctl restart apache2
839,2024-09-02 05:40:07,user_4,Server,192.168.3.42,user_7,Telnet,"systemctl restart apache2, ls -la, exit, scp file.txt user@192.168.1.100:/home/"
840,2024-07-26 17:12:09,user_7,Server,192.168.4.135,user_8,SSH,"scp file.txt user@192.168.1.100:/home/, sudo apt update"
841,2024-01-17 23:17:21,user_5,Router,192.168.2.182,user_4,SSH,"systemctl restart apache2, sudo apt update"
842,2024-01-02 06:27:28,user_4,Database,192.168.3.182,user_1,HTTP,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, cat /etc/passwd"
843,2024-06-11 22:39:30,user_6,Router,192.168.2.242,user_8,SSH,"exit, scp file.txt user@192.168.1.100:/home/"
844,2024-07-26 15:12:43,user_7,Database,192.168.4.70,user_9,SSH,"sudo apt update, cat /etc/passwd"
845,2024-07-27 09:57:29,user_3,Server,192.168.2.56,user_3,SSH,ls -la
846,2024-02-01 11:38:51,user_5,Database,192.168.2.225,user_6,HTTP,rm -rf /tmp/*
847,2024-05-17 13:16:53,user_8,Database,192.168.3.220,user_7,HTTP,"scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, systemctl restart apache2"
848,2024-05-16 04:48:07,user_5,Switch,192.168.1.81,user_6,Telnet,cat /etc/passwd
849,2024-09-11 18:24:49,user_4,Database,192.168.1.52,user_5,RDP,"systemctl restart apache2, rm -rf /tmp/*, exit"
850,2024-06-01 07:55:14,user_6,Router,192.168.1.133,user_8,SSH,"cat /etc/passwd, scp file.txt user@192.168.1.100:/home/"
851,2024-06-23 14:05:19,user_3,Router,192.168.4.97,user_5,RDP,"rm -rf /tmp/*, cat /etc/passwd, systemctl restart apache2, exit, scp file.txt user@192.168.1.100:/home/"
852,2024-08-12 13:01:02,user_6,Switch,192.168.2.79,user_6,RDP,sudo apt update
853,2024-10-26 03:53:29,user_1,Switch,192.168.2.38,user_1,HTTP,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
854,2024-08-01 08:43:59,user_8,Server,192.168.1.176,user_7,RDP,"exit, ls -la, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, rm -rf /tmp/*"
855,2024-07-13 13:43:46,user_7,Switch,192.168.3.48,user_4,HTTP,"exit, sudo apt update, systemctl restart apache2"
856,2024-05-16 18:04:53,user_7,Database,192.168.3.237,user_10,Telnet,"exit, cat /etc/passwd"
857,2024-07-17 02:17:04,user_6,Router,192.168.4.85,user_1,SSH,scp file.txt user@192.168.1.100:/home/
858,2024-04-17 01:28:06,user_3,Switch,192.168.3.241,user_4,HTTP,"exit, systemctl restart apache2, sudo apt update, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*"
859,2024-01-06 21:53:43,user_4,Switch,192.168.2.63,user_4,SSH,exit
860,2024-09-09 03:10:34,user_3,Router,192.168.1.49,user_1,HTTP,"sudo apt update, rm -rf /tmp/*"
861,2024-03-26 01:42:40,user_9,Server,192.168.2.172,user_1,SSH,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, exit"
862,2024-05-13 06:34:46,user_3,Switch,192.168.4.88,user_9,SSH,scp file.txt user@192.168.1.100:/home/
863,2024-10-22 11:18:27,user_9,Server,192.168.2.209,user_1,SSH,"ls -la, scp file.txt user@192.168.1.100:/home/"
864,2024-06-29 08:36:54,user_3,Router,192.168.1.201,user_8,Telnet,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
865,2024-08-06 03:23:13,user_3,Server,192.168.3.55,user_7,Telnet,systemctl restart apache2
866,2024-07-25 00:48:30,user_2,Switch,192.168.1.184,user_5,HTTP,"ls -la, systemctl restart apache2"
867,2024-06-19 06:05:32,user_3,Database,192.168.3.79,user_8,RDP,"ls -la, rm -rf /tmp/*"
868,2024-02-03 09:35:46,user_7,Server,192.168.3.103,user_9,RDP,"sudo apt update, scp file.txt user@192.168.1.100:/home/, ls -la, systemctl restart apache2, exit"
869,2024-10-31 02:12:25,user_10,Database,192.168.1.98,user_1,Telnet,cat /etc/passwd
870,2024-10-05 07:34:18,user_9,Router,192.168.1.12,user_6,HTTP,"exit, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/"
871,2024-06-05 22:53:51,user_4,Server,192.168.1.120,user_2,Telnet,"scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*"
872,2024-05-05 04:57:18,user_9,Router,192.168.2.69,user_3,SSH,"sudo apt update, systemctl restart apache2"
873,2024-06-17 04:07:12,user_4,Server,192.168.2.169,user_5,Telnet,"exit, systemctl restart apache2, ls -la, scp file.txt user@192.168.1.100:/home/"
874,2024-04-14 22:29:49,user_7,Switch,192.168.3.191,user_7,SSH,"rm -rf /tmp/*, sudo apt update, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, ls -la"
875,2024-09-24 01:07:46,user_5,Database,192.168.3.33,user_7,HTTP,"systemctl restart apache2, exit, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, sudo apt update"
876,2024-03-22 00:44:11,user_9,Router,192.168.2.106,user_4,HTTP,"cat /etc/passwd, exit, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
877,2024-09-18 07:16:43,user_10,Database,192.168.1.11,user_1,RDP,"systemctl restart apache2, sudo apt update, exit"
878,2024-09-19 23:52:35,user_4,Database,192.168.1.147,user_1,Telnet,systemctl restart apache2
879,2024-08-02 20:59:39,user_9,Switch,192.168.1.135,user_6,SSH,"cat /etc/passwd, ls -la, scp file.txt user@192.168.1.100:/home/"
880,2024-10-09 21:50:22,user_9,Server,192.168.3.210,user_3,SSH,"ls -la, systemctl restart apache2"
881,2024-07-08 01:35:01,user_1,Router,192.168.2.242,user_3,HTTP,"rm -rf /tmp/*, cat /etc/passwd, sudo apt update, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/"
882,2024-01-15 03:54:36,user_10,Switch,192.168.1.53,user_8,HTTP,"scp file.txt user@192.168.1.100:/home/, exit, ls -la, rm -rf /tmp/*"
883,2024-07-11 08:40:16,user_10,Database,192.168.3.9,user_6,SSH,"rm -rf /tmp/*, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/"
884,2024-08-06 19:49:42,user_4,Switch,192.168.2.136,user_6,SSH,"ls -la, cat /etc/passwd, systemctl restart apache2"
885,2024-11-04 05:48:21,user_9,Server,192.168.4.58,user_6,HTTP,"scp file.txt user@192.168.1.100:/home/, sudo apt update"
886,2024-10-02 08:31:20,user_1,Router,192.168.3.79,user_1,SSH,systemctl restart apache2
887,2024-10-14 13:22:51,user_1,Router,192.168.3.148,user_10,RDP,"exit, scp file.txt user@192.168.1.100:/home/, sudo apt update, cat /etc/passwd, rm -rf /tmp/*"
888,2024-08-05 09:49:56,user_7,Database,192.168.3.12,user_3,SSH,"cat /etc/passwd, rm -rf /tmp/*, ls -la, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2"
889,2024-01-05 00:52:10,user_3,Switch,192.168.4.163,user_2,RDP,"systemctl restart apache2, exit, sudo apt update"
890,2024-09-21 02:25:46,user_2,Switch,192.168.4.80,user_4,SSH,"ls -la, exit"
891,2024-03-10 06:31:14,user_5,Router,192.168.4.177,user_4,SSH,"scp file.txt user@192.168.1.100:/home/, exit, rm -rf /tmp/*, ls -la, systemctl restart apache2"
892,2024-11-03 02:41:48,user_3,Router,192.168.2.220,user_5,Telnet,exit
893,2024-02-26 12:34:25,user_1,Switch,192.168.4.90,user_8,RDP,"exit, rm -rf /tmp/*, ls -la, scp file.txt user@192.168.1.100:/home/, sudo apt update"
894,2024-10-24 03:44:41,user_4,Database,192.168.3.185,user_7,HTTP,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, sudo apt update, rm -rf /tmp/*"
895,2024-09-16 18:42:04,user_6,Server,192.168.3.138,user_10,HTTP,"cat /etc/passwd, exit"
896,2024-02-06 00:17:16,user_7,Router,192.168.2.207,user_7,Telnet,"scp file.txt user@192.168.1.100:/home/, systemctl restart apache2"
897,2024-01-30 21:49:22,user_1,Switch,192.168.1.232,user_7,HTTP,"cat /etc/passwd, sudo apt update, systemctl restart apache2, exit"
898,2024-01-12 00:07:10,user_7,Database,192.168.1.207,user_10,HTTP,"systemctl restart apache2, cat /etc/passwd, scp file.txt user@192.168.1.100:/home/, sudo apt update"
899,2024-04-01 09:31:58,user_1,Switch,192.168.3.26,user_6,HTTP,"cat /etc/passwd, scp file.txt user@192.168.1.100:/home/"
900,2024-04-18 16:00:15,user_7,Database,192.168.2.112,user_3,SSH,"ls -la, exit, sudo apt update, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
901,2024-10-04 15:23:00,user_8,Server,192.168.1.183,user_5,RDP,"exit, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*"
902,2024-09-11 18:09:34,user_9,Router,192.168.3.145,user_4,HTTP,"ls -la, exit, cat /etc/passwd, systemctl restart apache2, rm -rf /tmp/*"
903,2024-02-07 03:29:44,user_8,Database,192.168.3.176,user_10,Telnet,"rm -rf /tmp/*, systemctl restart apache2, cat /etc/passwd"
904,2024-08-22 18:23:21,user_6,Database,192.168.1.209,user_3,RDP,"ls -la, exit, cat /etc/passwd"
905,2024-06-17 05:19:01,user_10,Server,192.168.1.252,user_10,HTTP,"rm -rf /tmp/*, ls -la"
906,2024-07-13 08:48:32,user_8,Router,192.168.2.41,user_8,RDP,"rm -rf /tmp/*, systemctl restart apache2, sudo apt update"
907,2024-02-11 00:52:52,user_4,Server,192.168.2.142,user_6,SSH,"exit, cat /etc/passwd, systemctl restart apache2, sudo apt update, rm -rf /tmp/*"
908,2024-07-01 22:25:41,user_6,Router,192.168.1.86,user_9,Telnet,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, cat /etc/passwd"
909,2024-05-30 09:53:22,user_4,Server,192.168.2.147,user_8,SSH,"cat /etc/passwd, exit"
910,2024-04-21 23:00:44,user_2,Database,192.168.1.41,user_7,Telnet,sudo apt update
911,2024-09-03 04:36:34,user_1,Switch,192.168.2.178,user_5,HTTP,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, ls -la, exit, sudo apt update"
912,2024-07-29 14:55:24,user_10,Server,192.168.1.71,user_10,SSH,"scp file.txt user@192.168.1.100:/home/, systemctl restart apache2"
913,2024-06-16 23:14:38,user_1,Database,192.168.2.201,user_8,Telnet,"systemctl restart apache2, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, sudo apt update, ls -la"
914,2024-03-19 04:01:09,user_1,Router,192.168.4.71,user_8,SSH,"cat /etc/passwd, rm -rf /tmp/*, exit, ls -la"
915,2024-02-17 20:01:49,user_5,Switch,192.168.1.8,user_3,HTTP,"exit, rm -rf /tmp/*, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, sudo apt update"
916,2024-05-12 03:53:34,user_3,Database,192.168.4.17,user_10,HTTP,"systemctl restart apache2, exit"
917,2024-09-17 20:53:12,user_1,Switch,192.168.3.38,user_3,SSH,"sudo apt update, ls -la, systemctl restart apache2, rm -rf /tmp/*, cat /etc/passwd"
918,2024-04-15 10:03:36,user_7,Switch,192.168.1.69,user_5,SSH,"rm -rf /tmp/*, systemctl restart apache2, sudo apt update, cat /etc/passwd, ls -la"
919,2024-11-12 17:36:38,user_9,Database,192.168.2.188,user_2,RDP,systemctl restart apache2
920,2024-03-16 12:47:35,user_9,Switch,192.168.1.23,user_4,SSH,"rm -rf /tmp/*, sudo apt update, systemctl restart apache2"
921,2024-04-27 11:45:47,user_2,Database,192.168.3.34,user_3,SSH,"sudo apt update, ls -la, rm -rf /tmp/*"
922,2024-05-22 06:29:59,user_7,Database,192.168.3.12,user_5,HTTP,"scp file.txt user@192.168.1.100:/home/, exit, sudo apt update, ls -la"
923,2024-01-22 23:56:51,user_2,Database,192.168.1.85,user_8,Telnet,rm -rf /tmp/*
924,2024-10-19 19:25:41,user_6,Router,192.168.1.35,user_7,HTTP,"rm -rf /tmp/*, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, exit"
925,2024-05-16 13:44:10,user_1,Server,192.168.2.173,user_9,Telnet,"ls -la, cat /etc/passwd, rm -rf /tmp/*, sudo apt update"
926,2024-01-14 10:48:24,user_4,Switch,192.168.4.86,user_8,RDP,cat /etc/passwd
927,2024-02-18 01:23:55,user_4,Database,192.168.1.234,user_9,Telnet,"cat /etc/passwd, sudo apt update, exit"
928,2024-03-26 12:42:49,user_4,Server,192.168.1.138,user_3,SSH,"systemctl restart apache2, sudo apt update, rm -rf /tmp/*, exit, scp file.txt user@192.168.1.100:/home/"
929,2024-01-26 16:11:59,user_10,Switch,192.168.2.109,user_8,SSH,"exit, cat /etc/passwd, sudo apt update, rm -rf /tmp/*, systemctl restart apache2"
930,2024-02-27 08:35:28,user_9,Switch,192.168.4.30,user_10,SSH,"cat /etc/passwd, sudo apt update, rm -rf /tmp/*, ls -la, exit"
931,2024-06-10 05:12:01,user_9,Router,192.168.3.49,user_9,SSH,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/"
932,2024-03-27 20:03:12,user_7,Server,192.168.4.97,user_9,RDP,"ls -la, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, sudo apt update, cat /etc/passwd"
933,2024-09-05 16:55:04,user_8,Router,192.168.2.223,user_9,RDP,sudo apt update
934,2024-04-15 18:33:07,user_5,Switch,192.168.1.219,user_6,Telnet,sudo apt update
935,2024-01-23 07:10:10,user_5,Server,192.168.2.93,user_10,SSH,scp file.txt user@192.168.1.100:/home/
936,2024-11-03 20:13:57,user_4,Server,192.168.3.68,user_10,RDP,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, sudo apt update, ls -la"
937,2024-02-20 00:14:48,user_6,Database,192.168.1.109,user_10,SSH,"scp file.txt user@192.168.1.100:/home/, ls -la, rm -rf /tmp/*, exit"
938,2024-06-03 22:49:02,user_7,Database,192.168.4.70,user_6,Telnet,rm -rf /tmp/*
939,2024-08-12 19:24:43,user_4,Router,192.168.4.232,user_4,RDP,"sudo apt update, scp file.txt user@192.168.1.100:/home/"
940,2024-07-10 20:06:33,user_7,Server,192.168.1.42,user_7,RDP,"sudo apt update, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, exit, cat /etc/passwd"
941,2024-02-16 18:24:36,user_6,Database,192.168.2.141,user_4,RDP,"systemctl restart apache2, cat /etc/passwd, rm -rf /tmp/*"
942,2024-06-28 03:41:33,user_6,Switch,192.168.2.164,user_7,HTTP,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, ls -la, exit, cat /etc/passwd"
943,2024-06-01 09:58:07,user_1,Switch,192.168.1.57,user_3,Telnet,"cat /etc/passwd, ls -la, rm -rf /tmp/*, exit"
944,2024-10-27 09:57:20,user_5,Server,192.168.4.17,user_3,SSH,exit
945,2024-10-09 05:17:38,user_10,Switch,192.168.4.170,user_7,RDP,"scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, ls -la, exit"
946,2024-06-13 07:16:19,user_5,Database,192.168.3.42,user_5,HTTP,"ls -la, exit, cat /etc/passwd"
947,2024-07-15 02:23:58,user_10,Server,192.168.2.107,user_8,HTTP,"cat /etc/passwd, scp file.txt user@192.168.1.100:/home/"
948,2024-04-04 00:49:00,user_9,Switch,192.168.4.12,user_2,SSH,"systemctl restart apache2, cat /etc/passwd, rm -rf /tmp/*, sudo apt update"
949,2024-02-29 11:59:25,user_7,Switch,192.168.3.245,user_9,HTTP,ls -la
950,2024-06-27 07:04:21,user_3,Database,192.168.3.161,user_9,SSH,"scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, exit, rm -rf /tmp/*, ls -la"
951,2024-08-22 03:59:39,user_2,Router,192.168.3.109,user_9,Telnet,"systemctl restart apache2, sudo apt update, rm -rf /tmp/*, cat /etc/passwd, ls -la"
952,2024-01-26 03:25:04,user_6,Switch,192.168.2.72,user_6,Telnet,"ls -la, systemctl restart apache2"
953,2024-09-17 03:06:19,user_8,Server,192.168.3.221,user_9,Telnet,"exit, scp file.txt user@192.168.1.100:/home/, sudo apt update, cat /etc/passwd, ls -la"
954,2024-03-28 19:58:51,user_2,Database,192.168.2.124,user_10,HTTP,"sudo apt update, rm -rf /tmp/*, exit, ls -la, scp file.txt user@192.168.1.100:/home/"
955,2024-10-15 16:20:18,user_3,Router,192.168.3.116,user_10,SSH,"cat /etc/passwd, rm -rf /tmp/*, systemctl restart apache2, sudo apt update, scp file.txt user@192.168.1.100:/home/"
956,2024-05-11 12:11:07,user_8,Server,192.168.2.216,user_3,SSH,scp file.txt user@192.168.1.100:/home/
957,2024-04-26 06:05:41,user_5,Router,192.168.1.37,user_1,RDP,"cat /etc/passwd, exit, sudo apt update, systemctl restart apache2"
958,2024-06-18 23:14:08,user_3,Router,192.168.2.231,user_7,SSH,"exit, scp file.txt user@192.168.1.100:/home/, sudo apt update, cat /etc/passwd, rm -rf /tmp/*"
959,2024-09-03 03:45:08,user_8,Database,192.168.1.21,user_5,HTTP,systemctl restart apache2
960,2024-04-25 03:41:54,user_2,Router,192.168.2.41,user_1,RDP,"sudo apt update, cat /etc/passwd, rm -rf /tmp/*, exit, scp file.txt user@192.168.1.100:/home/"
961,2024-01-31 03:30:40,user_1,Server,192.168.2.8,user_4,RDP,ls -la
962,2024-03-27 15:54:30,user_7,Router,192.168.4.233,user_7,SSH,"exit, rm -rf /tmp/*, systemctl restart apache2"
963,2024-08-29 18:47:23,user_2,Router,192.168.2.88,user_6,RDP,"systemctl restart apache2, sudo apt update, exit, cat /etc/passwd, scp file.txt user@192.168.1.100:/home/"
964,2024-01-16 18:44:19,user_1,Server,192.168.4.139,user_5,SSH,"ls -la, systemctl restart apache2, exit, sudo apt update"
965,2024-01-02 21:03:24,user_4,Database,192.168.1.12,user_8,Telnet,"scp file.txt user@192.168.1.100:/home/, ls -la, sudo apt update, systemctl restart apache2"
966,2024-02-07 11:57:58,user_9,Switch,192.168.1.41,user_7,HTTP,"scp file.txt user@192.168.1.100:/home/, exit, systemctl restart apache2"
967,2024-10-16 01:18:10,user_10,Switch,192.168.4.144,user_10,SSH,"systemctl restart apache2, rm -rf /tmp/*"
968,2024-06-13 00:28:10,user_9,Router,192.168.4.26,user_1,Telnet,"scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, rm -rf /tmp/*"
969,2024-04-12 19:06:51,user_5,Database,192.168.3.91,user_2,HTTP,"exit, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd"
970,2024-01-25 16:09:11,user_7,Switch,192.168.2.210,user_6,Telnet,"ls -la, sudo apt update, exit"
971,2024-09-19 01:18:42,user_6,Server,192.168.3.238,user_2,SSH,"systemctl restart apache2, ls -la, rm -rf /tmp/*"
972,2024-05-26 11:16:12,user_6,Database,192.168.1.2,user_5,RDP,"exit, ls -la, rm -rf /tmp/*"
973,2024-08-22 15:47:08,user_5,Router,192.168.4.76,user_5,Telnet,exit
974,2024-07-21 20:30:50,user_5,Database,192.168.2.57,user_2,Telnet,"scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, rm -rf /tmp/*, exit"
975,2024-03-22 04:25:23,user_6,Router,192.168.1.94,user_5,SSH,"exit, systemctl restart apache2, sudo apt update"
976,2024-10-08 01:58:08,user_4,Server,192.168.4.95,user_1,RDP,"ls -la, exit, cat /etc/passwd"
977,2024-10-29 23:27:54,user_2,Router,192.168.3.232,user_1,SSH,sudo apt update
978,2024-07-20 02:01:42,user_8,Server,192.168.3.146,user_9,RDP,"rm -rf /tmp/*, sudo apt update, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, exit"
979,2024-04-03 15:38:06,user_3,Database,192.168.3.101,user_3,HTTP,"sudo apt update, cat /etc/passwd, systemctl restart apache2, ls -la, rm -rf /tmp/*"
980,2024-09-28 00:42:30,user_7,Switch,192.168.3.142,user_9,HTTP,cat /etc/passwd
981,2024-07-13 01:03:06,user_3,Switch,192.168.3.39,user_9,RDP,sudo apt update
982,2024-02-08 06:32:45,user_1,Server,192.168.3.38,user_9,HTTP,"exit, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, ls -la, systemctl restart apache2"
983,2024-02-24 00:41:38,user_10,Database,192.168.3.140,user_5,RDP,"scp file.txt user@192.168.1.100:/home/, sudo apt update, systemctl restart apache2"
984,2024-05-16 05:59:47,user_2,Router,192.168.3.243,user_9,RDP,"scp file.txt user@192.168.1.100:/home/, exit, sudo apt update, ls -la, rm -rf /tmp/*"
985,2024-05-10 03:57:17,user_8,Database,192.168.1.234,user_3,Telnet,"scp file.txt user@192.168.1.100:/home/, ls -la, exit, sudo apt update, cat /etc/passwd"
986,2024-10-23 03:42:57,user_1,Router,192.168.4.136,user_6,Telnet,exit
987,2024-10-31 19:08:59,user_4,Router,192.168.3.226,user_4,RDP,rm -rf /tmp/*
988,2024-04-25 19:48:09,user_8,Switch,192.168.1.135,user_1,RDP,cat /etc/passwd
989,2024-07-22 20:07:24,user_3,Router,192.168.3.194,user_8,HTTP,systemctl restart apache2
990,2024-08-29 09:58:07,user_3,Server,192.168.2.40,user_4,RDP,exit
991,2024-10-11 16:42:23,user_2,Switch,192.168.4.136,user_3,SSH,systemctl restart apache2
992,2024-04-23 10:00:36,user_8,Server,192.168.3.217,user_8,Telnet,"exit, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/"
993,2024-07-03 01:02:18,user_6,Switch,192.168.4.124,user_4,SSH,"exit, systemctl restart apache2, rm -rf /tmp/*"
994,2024-11-12 11:52:09,user_8,Switch,192.168.3.58,user_1,Telnet,"exit, systemctl restart apache2, ls -la, scp file.txt user@192.168.1.100:/home/"
995,2024-10-01 16:19:02,user_4,Switch,192.168.1.27,user_10,Telnet,"exit, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, sudo apt update, cat /etc/passwd"
996,2024-07-26 11:26:14,user_9,Server,192.168.4.132,user_4,SSH,"systemctl restart apache2, ls -la"
997,2024-04-16 04:24:33,user_3,Router,192.168.3.189,user_8,RDP,"exit, systemctl restart apache2"
998,2024-02-12 06:23:58,user_1,Switch,192.168.4.48,user_7,HTTP,ls -la
999,2024-10-24 22:03:59,user_8,Switch,192.168.3.48,user_6,RDP,exit
1000,2024-04-04 15:52:43,user_2,Switch,192.168.3.181,user_1,HTTP,"ls -la, systemctl restart apache2, sudo apt update"
